,site_no,station_nm,dec_lat_va,dec_long_va,huc_cd,tz_cd,flow,flow_unit,flow_dt,stage,stage_unit,stage_dt,class,percentile,percent_median,percent_mean,url
10,2130000,"PEE DEE RIVER AT CHERAW, SC",34.7085,-79.8762,3040201,EST,0,,0000-00-00 00:00:00,25.33,ft,2019-03-06 09:15:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02130000
11,2130561,"PEE DEE RIVER NR BENNETTSVILLE, SC",34.6063,-79.7884,3040201,EST,35600,cfs,2019-03-06 09:15:00,79.07,ft,2019-03-06 09:15:00,0,87.67,352.48,235.88,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02130561
12,2130700,"PEEDEE RIVER AT US15 AT SOCIETY HILL,SC",34.5256,-79.8328,3040201,EST,0,,0000-00-00 00:00:00,Dis,ft,2018-10-02 08:15:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02130700
13,2130810,"PEEDEE RIVER NEAR FLORENCE,SC",34.3003,-79.6344,3040201,EST,0,,0000-00-00 00:00:00,51.31,ft,2019-03-06 09:00:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02130810
14,2130840,"BLACK CREEK BELOW CHESTERFIELD, SC",34.6633,-80.2117,3040201,EST,159,cfs,2019-03-06 09:00:00,7.11,ft,2019-03-06 09:00:00,0,81.89,229.44,181.38,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02130840
15,2130900,"BLACK CREEK NEAR MCBEE, SC",34.514,-80.1831,3040201,EST,478,cfs,2019-03-06 09:00:00,8.98,ft,2019-03-06 09:00:00,7,92.49,239.0,206.99,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02130900
16,2130910,"BLACK CREEK NEAR HARTSVILLE, SC",34.3974,-80.1498,3040201,EST,578,cfs,2019-03-06 09:00:00,7.08,ft,2019-03-06 09:00:00,7,94.65,210.95,191.7,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02130910
17,2130930,"BLACK CREEK AT US52 NEAR DOVESVILLE,SC",34.3867,-79.9039,3040201,EST,0,,0000-00-00 00:00:00,Dis,ft,2018-10-02 08:15:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02130930
18,2130980,"BLACK CREEK NEAR QUINBY, SC",34.2438,-79.7448,3040201,EST,1730,cfs,2019-03-06 09:00:00,11.8,ft,2019-03-06 09:00:00,0,94.12,316.27,298.66,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02130980
19,2131000,"PEE DEE RIVER AT PEEDEE, SC",34.2043,-79.5484,3040201,EST,33200,cfs,2019-03-06 09:00:00,23.32,ft,2019-03-06 09:00:00,7,91.58,237.14,194.15,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02131000
20,2131010,"PEE DEE RIVER BELOW PEE DEE, SC",34.1574,-79.5534,3040201,EST,31200,cfs,2019-03-06 08:30:00,43.05,ft,2019-03-06 09:30:00,0,95.45,255.74,248.56,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02131010
21,2131452,"LITTLE LYNCHES RIVER ABOVE KERSHAW, SC",34.5858,-80.5806,3040202,EST,0,,0000-00-00 00:00:00,4.43,ft,2019-03-06 09:30:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02131452
22,2131455,"LITTLE LYNCHES RIVER NEAR KERSHAW, SC",34.5513,-80.5465,3040202,EST,0,,0000-00-00 00:00:00,6.04,ft,2019-03-06 09:00:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02131455
23,2131472,"HANGING ROCK CREEK NR KERSHAW, SC",34.5163,-80.5828,3040202,EST,0,,0000-00-00 00:00:00,1.7,ft,2019-03-06 09:15:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02131472
24,2131500,"LYNCHES RIVER NEAR BISHOPVILLE, SC",34.2502,-80.2137,3040202,EST,2600,cfs,2019-03-06 09:00:00,12.74,ft,2019-03-06 09:00:00,6,83.81,287.29,179.69,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02131500
25,2131510,"LYNCHES RIVER AT I-95, ABOVE OLANTA,SC",34.0382,-79.9861,3040202,EST,0,,0000-00-00 00:00:00,11.07,ft,2019-03-06 09:15:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02131510
26,2132000,"LYNCHES RIVER AT EFFINGHAM, SC",34.0515,-79.75399999999999,3040202,EST,2340,cfs,2019-03-06 09:00:00,10.35,ft,2019-03-06 09:00:00,5,74.15,153.44,119.17,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02132000
27,2132715,"LITTLE PEEDEE RIVER NEAR NICHOLS,SC",34.2069,-79.1725,3040204,EST,0,,0000-00-00 00:00:00,Dis,ft,2018-10-02 11:45:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02132715
28,2134900,"LUMBER RIVER AT NICHOLS,SC",34.226,-79.1342,3040203,EST,3350,cfs,2019-03-06 09:00:00,18.58,ft,2019-03-06 09:00:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02134900
29,2135000,"LITTLE PEE DEE R. AT GALIVANTS FERRY, SC",34.0571,-79.247,3040204,EST,5240,cfs,2019-03-06 09:00:00,8.54,ft,2019-03-06 09:00:00,5,58.32,121.44,96.75,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02135000
30,2135200,"PEE DEE RIVER AT HWY 701 NR BUCKSPORT, SC",33.661,-79.1545,3040201,EST,51600,cfs,2019-03-06 09:15:00,17.41,ft,2019-03-06 09:15:00,0,93.75,320.5,293.43,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02135200
31,2135501,"BLACK RIVER AT I-95, NEAR MANNING,SC",33.8339,-80.1316,3040205,EST,0,,0000-00-00 00:00:00,17.03,ft,2019-03-06 09:30:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02135501
32,2135615,"POCOTALIGO RIVER AT I-95, ABOVE MANNING,SC",33.7296,-80.2202,3040205,EST,0,,0000-00-00 00:00:00,8.46,ft,2019-03-06 09:15:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02135615
33,2136000,"BLACK RIVER AT KINGSTREE, SC",33.6613,-79.8359,3040205,EST,2200,cfs,2019-03-06 09:00:00,10.01,ft,2019-03-06 09:00:00,5,66.14,148.15,95.45,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02136000
34,2136030,"BLACK RIVER NEAR ANDREWS,SC",33.4904,-79.5456,3040205,EST,1420,cfs,2019-03-06 09:00:00,21.47,ft,2019-03-06 09:00:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02136030
35,2136350,PEEDEE RIVER AT GEORGETOWN S C,33.3693,-79.2637,3040201,EST,0,,0000-00-00 00:00:00,2.72,ft,2019-03-06 09:15:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02136350
36,2136361,"TURKEY CREEK NEAR MARYVILLE, SC",33.3285,-79.3381,3040207,EST,3.73,cfs,2019-03-06 09:00:00,1.42,ft,2019-03-06 09:00:00,0,48.95,97.9,75.05,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02136361
37,2145910,"CATAWBA RIVER BL LAKE WYLIE DAM FEWELL ISLAND, SC",35.0164,-81.0016,3050103,EST,0,,0000-00-00 00:00:00,8.42,ft,2019-03-06 09:00:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02145910
38,2146000,"CATAWBA RIVER NEAR ROCK HILL, SC",34.9849,-80.97399999999999,3050103,EST,5380,cfs,2019-03-06 09:00:00,5.3,ft,2019-03-06 09:00:00,5,55.77,118.24,103.89,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02146000
39,2146110,"MANCHESTER CREEK AT ROCK HILL, SC",34.9444,-80.9797,3050103,EST,6.99,cfs,2019-03-06 09:45:00,1.81,ft,2019-03-06 09:45:00,0,76.65,188.41,94.72,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02146110
40,2146800,"SUGAR CREEK NEAR FORT MILL, SC",35.006,-80.9023,3050103,EST,544,cfs,2019-03-06 09:45:00,6.52,ft,2019-03-06 09:45:00,0,70.77,142.41,121.4,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02146800
41,2147020,"CATAWBA RIVER BELOW CATAWBA, SC",34.8363,-80.8795,3050103,EST,14000,cfs,2019-03-06 09:00:00,11.07,ft,2019-03-06 09:00:00,0,96.15,299.15,267.44,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02147020
42,2147310,"CATAWBA RIVER AT GREAT FALLS,SC",34.5981,-80.8906,3050103,EST,0,,0000-00-00 00:00:00,355.43,ft,2019-03-06 09:30:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02147310
43,2147403,"FISHING CREEK BELOW FORT LAWN, SC",34.6368,-80.9273,3050103,EST,492,cfs,2019-03-06 09:15:00,5.58,ft,2019-03-06 09:15:00,0,53.38,235.41,54.71,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02147403
44,2147500,"ROCKY CREEK AT GREAT FALLS, SC",34.5654,-80.9198,3050103,EST,351,cfs,2019-03-06 09:30:00,4.65,ft,2019-03-06 09:30:00,5,72.41,204.66,97.39,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02147500
45,2147505,"CEDAR CREEK RES. TAILRACE BELOW GREAT FALLS,SC",34.5411,-80.8753,3050103,EST,0,,0000-00-00 00:00:00,12,ft,2019-03-06 09:00:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02147505
46,2148000,"WATEREE RIVER NR. CAMDEN, SC",34.2446,-80.654,3050104,EST,22900,cfs,2019-03-06 09:00:00,23.74,ft,2019-03-06 09:00:00,7,95.36,287.33,234.92,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02148000
47,2153051,"GASTON SHOALS RESERVOIR ABOVE BLACKSBURG, SC",35.1376,-81.5979,3050105,EST,0,,0000-00-00 00:00:00,97.92,ft,2019-03-06 09:00:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02153051
48,2153200,"BROAD RIVER NEAR BLACKSBURG, SC",35.124,-81.5879,3050105,EST,4910,cfs,2019-03-06 09:45:00,5.71,ft,2019-03-06 09:45:00,0,95.45,258.42,247.18,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02153200
49,2153550,"NINETYNINE ISLAND RES. BELOW CHEROKEE FALLS, SC",35.0318,-81.4934,3050105,EST,0,,0000-00-00 00:00:00,100.92,ft,2019-03-06 09:00:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02153550
50,2153551,"BROAD RIVER BELOW NINETYNINE ISLAND RESERVOIR,SC",35.0312,-81.4926,3050105,EST,5760,cfs,2019-03-06 09:00:00,27.54,ft,2019-03-06 09:00:00,0,94.01,295.38,262.34,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02153551
51,2153590,"KINGS CREEK AT BLACKSBURG, SC",35.1185,-81.4365,3050105,EST,67.5,cfs,2019-03-06 09:00:00,3.33,ft,2019-03-06 09:00:00,0,90.97,268.92,233.48,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02153590
52,2153700,"THICKETTY CREEK AT CNTY ROAD 42 NEAR GAFFNEY, SC",35.0629,-81.7145,3050105,EST,88,cfs,2019-03-06 09:45:00,3.86,ft,2019-03-06 09:45:00,0,92.31,285.71,237.07,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02153700
53,2154500,"NORTH PACOLET RIVER AT FINGERVILLE, SC",35.121,-81.9859,3050105,EST,475,cfs,2019-03-06 09:15:00,4.51,ft,2019-03-06 09:15:00,7,91.52,213.0,173.21,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02154500
54,2154790,"SOUTH PACOLET RIVER NR CAMPOBELLO, SC",35.1065,-82.1296,3050105,EST,195,cfs,2019-03-06 09:15:00,5.61,ft,2019-03-06 09:15:00,0,83.57,196.97,148.09,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02154790
55,2154950,"LAKE WILLIAM C. BOWEN NEAR FINGERVILLE, SC",35.1126,-82.0404,3050105,EST,0,,0000-00-00 00:00:00,815.19,ft,2019-03-06 09:45:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02154950
56,2155500,"PACOLET RIVER NEAR FINGERVILLE, SC",35.1098,-81.9595,3050105,EST,779,cfs,2019-03-06 09:15:00,6.37,ft,2019-03-06 09:30:00,7,91.16,233.23,183.06,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02155500
57,2156300,LAWSONS FORK CREEK AT SPARTANBURG SC,34.9482,-81.8687,3050105,EST,213,cfs,2019-03-06 09:15:00,5.03,ft,2019-03-06 09:15:00,0,85.71,197.22,205.16,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02156300
58,2156449,"NEAL SHOALS RESERVOIR NEAR CARLISLE, SC",34.6643,-81.449,3050106,EST,0,,0000-00-00 00:00:00,334.55,ft,2019-03-06 09:15:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02156449
59,2156500,"BROAD RIVER NEAR CARLISLE, SC",34.5951,-81.4212,3050106,EST,8700,cfs,2019-03-06 09:45:00,6.77,ft,2019-03-06 09:45:00,7,90.2,209.64,150.4,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02156500
60,2157000,"NORTH TYGER RIVER NEAR FAIRMONT, S. C.",34.9293,-82.0443,3050107,EST,29,cfs,1988-09-30 23:45:00,1.29,ft,2019-03-06 09:30:00,0,4.1,44.27,21.93,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02157000
61,2157470,"MIDDLE TYGER RIVER NEAR GRAMLING, SC",35.0389,-82.2186,3050107,EST,117,cfs,2019-03-06 09:15:00,7.06,ft,2019-03-06 09:15:00,0,82.94,211.76,149.56,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02157470
62,2157510,"MIDDLE TYGER RIVER NEAR LYMAN, SC",34.9401,-82.1234,3050107,EST,223,cfs,2019-03-06 09:45:00,2.78,ft,2019-03-06 09:45:00,0,94.74,256.76,242.31,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02157510
63,2160105,"TYGER RIVER NEAR DELTA, SC",34.5354,-81.5482,3050107,EST,2480,cfs,2019-03-06 09:00:00,9.18,ft,2019-03-06 09:00:00,6,83.78,242.07,163.4,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02160105
64,2160325,"BRUSHY CREEK NEAR GREENVILLE, SC",34.8834,-82.3012,3050108,EST,21.2,cfs,2019-03-06 09:15:00,1.84,ft,2019-03-06 09:15:00,0,80.59,170.97,104.38,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02160325
65,2160326,"ENOREE RIVER AT PELHAM, SC",34.8565,-82.2262,3050108,EST,301,cfs,2019-03-06 09:45:00,5.03,ft,2019-03-06 09:45:00,0,81.25,213.48,148.25,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02160326
66,2160381,"DURBIN CREEK ABOVE FOUNTAIN INN, SC",34.7168,-82.1737,3050108,EST,30.2,cfs,2019-03-06 09:45:00,3.14,ft,2019-03-06 09:45:00,0,79.17,202.68,110.18,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02160381
67,2160390,"ENOREE RIVER NEAR WOODRUFF, SC",34.6835,-82.0398,3050108,EST,800,cfs,2019-03-06 09:45:00,3.97,ft,2019-03-06 09:45:00,0,81.6,205.66,154.01,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02160390
68,2160700,"ENOREE RIVER AT WHITMIRE, SC",34.5093,-81.5982,3050108,EST,1210,cfs,2019-03-06 09:00:00,19.14,ft,2019-03-06 09:00:00,6,85.08,210.43,144.15,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02160700
69,2160990,"PARR SHOALS RESERVOIR AT PARR, SC",34.2613,-81.3318,3050106,EST,0,,0000-00-00 00:00:00,260.79,ft,2019-03-06 09:00:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02160990
70,2160991,"BROAD RIVER NEAR JENKINSVILLE, SC",34.2607,-81.3304,3050106,EST,0,,0000-00-00 00:00:00,224.2,ft,2019-03-06 09:00:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02160991
71,2161000,"BROAD RIVER AT ALSTON, SC",34.2432,-81.3195,3050106,EST,17000,cfs,2019-03-06 09:00:00,10.21,ft,2019-03-06 09:00:00,6,88.77,275.97,193.72,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02161000
72,2162035,"BROAD RIVER NEAR COLUMBIA, SC",34.0483,-81.0733,3050106,EST,23400,cfs,2019-03-06 09:45:00,157.51,ft,2019-03-06 09:45:00,0,85.71,468.47,456.73,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02162035
73,2162093,"SMITH BRANCH AT NORTH MAIN ST AT COLUMBIA, SC",34.0274,-81.0418,3050106,EST,6.76,cfs,2019-03-06 09:15:00,0.56,ft,2019-03-06 09:15:00,5,67.77,133.07,43.67,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02162093
74,2162285,"TABLE ROCK RESERVOIR NR CLEVELAND, SC",35.0642,-82.6725,3050109,EST,0,,0000-00-00 00:00:00,50.27,ft,2019-03-06 09:30:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02162285
75,2162287,"TABLE ROCK RESERVOIR TAILRACE NR CLEVELAND, SC",35.0622,-82.6697,3050109,EST,85.4,cfs,2019-03-06 09:30:00,2.21,ft,2019-03-06 09:30:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02162287
76,2162290,"SOUTH SALUDA RIVER NEAR CLEVELAND, SC",35.0634,-82.6501,3050109,EST,112,cfs,2019-03-06 09:45:00,3.32,ft,2019-03-06 09:45:00,0,91.67,453.44,402.44,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02162290
77,2162350,"MIDDLE SALUDA RIVER NEAR CLEVELAND, SC",35.1201,-82.5376,3050109,EST,151,cfs,2019-03-06 09:45:00,2.85,ft,2019-03-06 08:45:00,0,90.9,193.59,182.79,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02162350
78,2162500,"SALUDA RIVER NEAR GREENVILLE, SC",34.8423,-82.4807,3050109,EST,1850,cfs,2019-03-06 09:45:00,4.82,ft,2019-03-06 09:45:00,7,95.26,249.33,219.51,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02162500
79,2163001,"SALUDA RIVER NEAR WILLIAMSTON, SC",34.6148,-82.444,3050109,EST,2110,cfs,2019-03-06 08:45:00,6.6,ft,2019-03-06 08:45:00,0,95.65,265.41,238.63,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02163001
80,2163500,"SALUDA RIVER NEAR WARE SHOALS, SC",34.3918,-82.2234,3050109,EST,2580,cfs,2019-03-06 09:15:00,6.57,ft,2019-03-06 09:15:00,7,90.34,233.48,167.23,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02163500
81,2164000,"REEDY RIVER NEAR GREENVILLE, SC",34.8001,-82.3651,3050109,EST,126,cfs,2019-03-06 09:15:00,1.17,ft,2019-03-06 09:15:00,6,75.56,150.36,78.33,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02164000
82,2164110,"REEDY RIVER ABOVE FORK SHOALS, SC",34.6529,-82.2976,3050109,EST,394,cfs,2019-03-06 09:00:00,6.39,ft,2019-03-06 09:00:00,0,80.17,223.86,126.8,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02164110
83,2165200,"SOUTH RABON CREEK NEAR GRAY COURT, SC",34.5201,-82.1571,3050109,EST,67.7,cfs,2019-03-06 09:00:00,1.65,ft,2019-03-06 09:00:00,6,81.33,178.86,117.76,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02165200
84,2166500,"LAKE GREENWOOD NEAR CHAPPELLS, SC",34.1728,-81.9035,3050109,EST,0,,0000-00-00 00:00:00,438.27,ft,2019-03-06 09:00:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02166500
85,2166501,"LAKE GREENWOOD TAILRACE NR CHAPPELLS, SC",34.1676,-81.9079,3050109,EST,6220,cfs,2019-03-06 09:00:00,14.38,ft,2019-03-06 09:00:00,0,95.45,509.84,380.75,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02166501
86,2167000,"SALUDA RIVER AT CHAPPELLS, SC",34.1746,-81.86399999999999,3050109,EST,7310,cfs,2019-03-06 09:15:00,12.51,ft,2019-03-06 09:15:00,7,95.06,348.1,247.7,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02167000
87,2167450,"LITTLE RIVER NR SILVERSTREET, SC",34.2096,-81.7632,3050109,EST,523,cfs,2019-03-06 09:30:00,6.07,ft,2019-03-06 09:30:00,0,84.35,309.47,165.51,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02167450
88,2167582,"BUSH RIVER NR PROSPERITY, SC",34.1688,-81.6104,3050109,EST,256,cfs,2019-03-06 09:30:00,3.88,ft,2019-03-06 09:30:00,0,80.62,248.54,107.3,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02167582
89,2167705,"LITTLE SALUDA RIVER NEAR SALUDA, SC",34.0446,-81.6971,3050109,EST,189,cfs,2019-03-06 09:45:00,6.03,ft,2019-03-06 09:45:00,0,70.58,278.76,105.37,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02167705
90,2168500,"LAKE MURRAY NEAR COLUMBIA, SC",34.0521,-81.2206,3050109,EST,0,,0000-00-00 00:00:00,356.62,ft,2019-03-06 09:45:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02168500
91,2168501,"LAKE MURRAY TAILRACE NEAR COLUMBIA, SC",34.0535,-81.2168,3050109,EST,0,,0000-00-00 00:00:00,73.45,ft,2019-03-06 09:00:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02168501
92,2168504,"SALUDA RIVER BELOW LK MURRAY DAM NR COLUMBIA, SC",34.051,-81.2095,3050109,EST,775,cfs,2019-03-06 09:45:00,3.4,ft,2019-03-06 09:45:00,0,36.01,49.68,24.69,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02168504
93,2168900,"SALUDA RIVER AT I-20, NEAR COLUMBIA,SC",34.025999999999996,-81.1279,3050109,EST,1070,cfs,2019-03-06 09:15:00,163.32,ft,2019-03-06 09:15:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02168900
94,2169000,"SALUDA RIVER NEAR COLUMBIA, SC",34.014,-81.0879,3050106,EST,1050,cfs,2019-03-06 09:15:00,2.6,ft,2019-03-06 09:15:00,5,30.29,58.66,30.09,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02169000
95,2169500,"CONGAREE RIVER AT COLUMBIA, SC",33.9932,-81.0498,3050110,EST,25800,cfs,2019-03-06 09:00:00,10.09,ft,2019-03-06 09:00:00,6,86.44,290.54,186.38,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02169500
96,2169505,"ROCKY BRANCH AT PICKENS ST AT COLUMBIA, SC",33.9949,-81.0237,3050110,EST,0,,0000-00-00 00:00:00,2.7,ft,2019-03-06 09:25:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02169505
97,2169506,"ROCKY BRANCH @ WHALEY ST. AT COLUMBIA, SC",33.9875,-81.0275,3050110,EST,0,,0000-00-00 00:00:00,1.02,ft,2019-03-06 09:30:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02169506
98,2169568,"PEN BRANCH AT COLUMBIA, SC",34.0129,-80.982,3050110,EST,0,,0000-00-00 00:00:00,0.78,ft,2019-03-06 09:15:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02169568
99,2169570,"GILLS CREEK AT COLUMBIA, SC",33.9896,-80.9743,3050110,EST,188,cfs,2019-03-06 09:00:00,2.94,ft,2019-03-06 09:00:00,7,90.25,264.79,193.71,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02169570
100,2169625,"CONGAREE RIVER AT CONGAREE NP NEAR GADSDEN, SC",33.8107,-80.867,3050110,EST,0,,0000-00-00 00:00:00,16.87,ft,2019-03-06 09:00:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02169625
101,2169672,"CEDAR CREEK AT CONGAREE NP NEAR GADSDEN, SC",33.8163,-80.8273,3050110,EST,0,,0000-00-00 00:00:00,9.99,ft,2019-03-06 09:00:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02169672
102,2169750,"CONGAREE RIVER AT U.S. HWY 601 NR. FORT MOTTE, SC",33.7531,-80.645,3050110,EST,0,,0000-00-00 00:00:00,22.11,ft,2019-03-06 09:15:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02169750
