Tweets,date,source,image_url,sentiment
The first widespread # snowstorm of the fall is expected this weekend into early next week in the Rockies and High Plains: https://wxch.nl/2pEpl5N pic.twitter.com/VNKlH9Ucxj,10/5/2018 18:33,https://twitter.com/weatherchannel/status/1048340466482257921,https://pbs.twimg.com/media/Doxz5FdX4AASHoL.jpg,1
"From # severe thunderstorms to # snow in one hour? Yes, it happened Thursday morning in western Colorado: https://wxch.nl/2CsuCpJ (Photo: @ NWSGJT)pic.twitter.com/MV9m4M45ft",10/5/2018 16:55,https://twitter.com/weatherchannel/status/1048315790569754624,https://pbs.twimg.com/media/DoxdTdRWwAMHebb.jpg,0
Where and when did you take this? Can we at http://Weather.com have permission to feature your post? Verify using the hashtag # yesweather. Terms:https://weather.com/en-US/twc/privacy-policy …,10/5/2018 16:10,https://twitter.com/weatherchannel/status/1048304535880564736,,0
"The National Weather Service has confirmed a 14th # tornado in Pennsylvania from Tuesday's outbreak, bringing the total across Pennsylvania, New York and Connecticut to 19: https://wxch.nl/2EcXOTp pic.twitter.com/PuVm46ObkW",10/5/2018 15:34,https://twitter.com/weatherchannel/status/1048295298634854401,https://pbs.twimg.com/media/DoxKur9W4AAy6iC.jpg,1
A disturbance in the western Caribbean Sea has been assigned a high chance of # tropical development late this weekend or early next week as it heads toward the Gulf of Mexico: https://wxch.nl/2E0K0uX pic.twitter.com/zDML9HLtom,10/5/2018 14:49,https://twitter.com/weatherchannel/status/1048284010139533312,https://pbs.twimg.com/media/DoxAXsrXgAIOBI_.jpg,-1
"Where and when did you take this? Could we at http://Weather.com feature your post on our platforms? If so, verify by responding with the hashtag # yesweather. View terms at https://weather.com/en-US/twc/privacy-policy ….",10/5/2018 11:59,https://twitter.com/weatherchannel/status/1048241197402214401,,0
Thanks for joining us!,10/5/2018 10:43,https://twitter.com/weatherchannel/status/1048222108457865216,,1
"# Winter storm watches posted in the High Plains for what could be a prolonged heavy # snow event beginning this weekend, lasting into at least the first half of next week. https://wxch.nl/2zToTqf pic.twitter.com/rK7vos2Ne4",10/5/2018 10:31,https://twitter.com/weatherchannel/status/1048219005117448194,https://pbs.twimg.com/media/DowB_utU4AAn-tX.jpg,-1
"Up to 3"" of wet # snow weighed down tree branches nad lead to slushy roads this morning in the nation's frequent cold spot, Embarrass, MN. Thanks to FB friend Bonnie Vergoth for sharing that with us. # mnwxpic.twitter.com/wk0D05aPOK",10/5/2018 10:09,https://twitter.com/weatherchannel/status/1048213614572818433,https://pbs.twimg.com/media/DowAtrzUYAAq0JD.jpg,-1
"We'd love to feature this on our platforms! When and where did you take this? To give http://Weather.com permission, respond with # yesweather. View the terms here:https://weather.com/en-US/twc/privacy-policy …",10/5/2018 8:40,https://twitter.com/weatherchannel/status/1048191170009092096,,1
"Where and when did you take this? May http://Weather.com have permission to feature it on our platforms? To verify, respond with # yesweather. Check out the terms at https://weather.com/en-US/twc/privacy-policy …",10/5/2018 8:33,https://twitter.com/weatherchannel/status/1048189419176566784,,0
", we'd love to feature your post on http://Weather.com ! Where and when did you take it? To let us know if we have your permission, respond using the hashtag # yesweather. https://weather.com/en-US/twc/privacy-policy …",10/5/2018 8:31,https://twitter.com/weatherchannel/status/1048188947766108160,,1
", would you be willing to let http://Weather.com feature your post? Where and when was this taken? Verify by responding with the hashtag # yesweather. Terms: https://weather.com/en-US/twc/privacy-policy …",10/5/2018 8:29,https://twitter.com/weatherchannel/status/1048188518684610560,,1
"Where and when did you take this? May http://Weather.com have permission to feature it on our platforms? To verify, respond with # yesweather. Check out the terms at https://weather.com/en-US/twc/privacy-policy …",10/5/2018 8:29,https://twitter.com/weatherchannel/status/1048188388917035008,,0
"# Tropical development is increasingly possible by early next week in the W. Caribbean or Gulf of Mexico. One threat is in play, regardless of development. https://wxch.nl/2QtYzZe pic.twitter.com/yaztrTAaZr",10/5/2018 8:16,https://twitter.com/weatherchannel/status/1048185255432208384,https://pbs.twimg.com/media/Dovm3qjX0AA1nTA.jpg,1
More soaking rain -> # flooding this weekend into early next week in the Plains and Upper Midwest. https://wxch.nl/2IGlfmr pic.twitter.com/eujKWPdLVn,10/5/2018 7:47,https://twitter.com/weatherchannel/status/1048177736240521216,https://pbs.twimg.com/media/DovHV-JX4AAuBEx.jpg,1
First widespread winter storm of the fall may bring significant # snow this weekend into early next week in parts of the Rockies and Plains: https://wxch.nl/2O5grNB pic.twitter.com/g586Js8eFI,10/4/2018 19:57,https://twitter.com/weatherchannel/status/1047999058990845953,https://pbs.twimg.com/media/DostkmSXoAAMxvC.jpg,1
Tropical Storm # Kong-rey is moving away from Okinawa and heading toward South Korea and mainland Japan: https://wxch.nl/2OJhsKN pic.twitter.com/0xQ4aERfUy,10/4/2018 19:12,https://twitter.com/weatherchannel/status/1047987730741972992,https://pbs.twimg.com/media/DostHTnXgAAZe5L.jpg,0
"Sometimes it's better to call out a professional. Don't miss this # snow roof disaster and plenty more laughs on an all new Weather Gone Viral, Sunday 9/8c.pic.twitter.com/K8XNJMFotE",10/4/2018 16:39,https://twitter.com/weatherchannel/status/1047949429376991232,,1
"Find out how weather is used to solve crimes with @ draustinccm on the new @ WineandCrimePod! Check out our new show Storm of Suspicion, Sunday at 8/7c: https://wineandcrimepodcast.com/2018/10/04/ep87-forensic-meteorology-is-out-now/ …pic.twitter.com/i9xQTTfyHp",10/4/2018 15:19,https://twitter.com/weatherchannel/status/1047929173317230597,https://pbs.twimg.com/media/Dor88dKXoAA1498.jpg,1
Thanks Ellen!,10/4/2018 14:44,https://twitter.com/weatherchannel/status/1047920346114998273,,1
"We'd love to feature this on our platforms! When and where did you take this? To give http://Weather.com permission, respond with # yesweather. View the terms here: https://weather.com/en-US/twc/privacy-policy …",10/4/2018 14:42,https://twitter.com/weatherchannel/status/1047919978496892929,,1
", would you be willing to let http://Weather.com feature your post? Where and when was this taken? Verify by responding with the hashtag # yesweather. Terms: https://weather.com/en-US/twc/privacy-policy …",10/4/2018 14:40,https://twitter.com/weatherchannel/status/1047919464145203207,,1
", we'd love to feature your post on http://Weather.com ! Where and when did you take it? To let us know if we have your permission, respond using the hashtag # yesweather. https://weather.com/en-US/twc/privacy-policy …",10/4/2018 14:40,https://twitter.com/weatherchannel/status/1047919378031943680,,1
Area of low pressure in the Caribbean now has a medium chance of # tropical development in the next 5 days: https://wxch.nl/2O2wifH pic.twitter.com/wY6ONaZyTo,10/4/2018 14:34,https://twitter.com/weatherchannel/status/1047917770149711872,https://pbs.twimg.com/media/DorvEb-XUAA1VIG.jpg,0
Hi Mira! You can watch on The Weather Channel each hour. Here's a link to part of the segment:https://weloveweather.tv/video/fuel-from-pollution …,10/4/2018 14:28,https://twitter.com/weatherchannel/status/1047916313014915073,,0
", we'd love to feature your post on http://Weather.com ! Where and when did you take it? To let us know if we have your permission, respond using the hashtag # yesweather. https://weather.com/en-US/twc/privacy-policy …",10/4/2018 14:12,https://twitter.com/weatherchannel/status/1047912267382181891,,1
"Pennsylvania just had its record October calendar-day # tornado count, and that count could still rise. https://wxch.nl/2xVcErZ pic.twitter.com/UwWRVMut3Q",10/4/2018 13:38,https://twitter.com/weatherchannel/status/1047903763279859712,https://pbs.twimg.com/media/Dorm3OuXsAAC7Eh.jpg,0
# Fall color has been delayed in the East and recent weather conditions are partly to blame: https://wxch.nl/2QuIMcJ pic.twitter.com/xfXJEk6cla,10/4/2018 12:28,https://twitter.com/weatherchannel/status/1047886060800200704,https://pbs.twimg.com/media/DorSvkbX4AE2iRO.jpg,0
"We'd love to feature this on our platforms! When and where did you take this? To give http://Weather.com permission, respond with # yesweather. View the terms here:https://weather.com/en-US/twc/privacy-policy …",10/4/2018 10:21,https://twitter.com/weatherchannel/status/1047854319704395776,,1
# Snow will be the operative word this weekend into much of next week from the Rockies to parts of the northern Plains. https://wxch.nl/2OA9Vh6 pic.twitter.com/ScA3Mv0DkO,10/4/2018 9:18,https://twitter.com/weatherchannel/status/1047838245826916352,https://pbs.twimg.com/media/Doqgwv7XUAArDaW.jpg,0
"A feature called a ""Central American Gyre"" may trigger # tropical development this weekend or next week. https://wxch.nl/2QsghMM pic.twitter.com/4lxCOSc4jj",10/4/2018 8:21,https://twitter.com/weatherchannel/status/1047823901374517250,https://pbs.twimg.com/media/DoqWV8mUYAACmbQ.jpg,0
"# Snow, # flooding rain, # severe t-storms, summerlike warmth, persistent chill...all from one sharpening jet-stream pattern setting up starting this weekend. https://wxch.nl/2IAojjX pic.twitter.com/3QcdYF7hWL",10/4/2018 7:55,https://twitter.com/weatherchannel/status/1047817358125948928,https://pbs.twimg.com/media/DoqQLRLUwAAXSQU.jpg,0
Thanks Alecia! Hope you enjoy!,10/4/2018 7:31,https://twitter.com/weatherchannel/status/1047811395641921537,,1
"Happening now: # Typhoon Kong-rey producing wind gusts over 50 mph at # Kadena AB, # Okinawa. Latest forecast: https://wxch.nl/2Roy1tE pic.twitter.com/bi9V9p2YIV",10/4/2018 5:51,https://twitter.com/weatherchannel/status/1047786231223013376,https://pbs.twimg.com/media/Dop7-VRXkAIeTm0.jpg,1
Typhoon # Kong-rey is weakening but remains a threat to southern Japan late this week: https://wxch.nl/2O2n5Ej pic.twitter.com/9af3WrM9np,10/3/2018 21:37,https://twitter.com/weatherchannel/status/1047661833488912385,https://pbs.twimg.com/media/Donyw9EXoAAqmjE.jpg,-1
"Parts of the Rockies, High Plains could see the first widespread # snowstorm of the fall early next week: https://wxch.nl/2OyoyBw pic.twitter.com/9gwf8HK9OU",10/3/2018 21:02,https://twitter.com/weatherchannel/status/1047653025953792000,https://pbs.twimg.com/media/DonzQnxXgAARepN.jpg,1
An area of low pressure is being watched for # tropical development in the western Caribbean this weekend into next week: https://wxch.nl/2O54d7i pic.twitter.com/2ZIEauFj8i,10/3/2018 20:33,https://twitter.com/weatherchannel/status/1047645727290220544,https://pbs.twimg.com/media/Don1Mf4XkAAqRfP.jpg,0
"Amplified weather pattern may bring heavy rain, severe storms & snow to central, western U.S. while heat continues in East this weekend into next week: https://wxch.nl/2ID03xR pic.twitter.com/OPA1Xztz94",10/3/2018 20:09,https://twitter.com/weatherchannel/status/1047639687169368064,https://pbs.twimg.com/media/Donx8zGX4AAX24t.jpg,-1
Flash # flood emergency has been issued for the Ferguson fire burn area in central Mariposa County in California - 3 feet of mud across Highway 140 has been reported.pic.twitter.com/aAdmavCxNB,10/3/2018 18:06,https://twitter.com/weatherchannel/status/1047608750624968705,https://pbs.twimg.com/media/Donamz9W0AAVOyh.jpg,0
"# Tornado watch is in effect until 11pm CDT for parts of Wisconsin, Michigan and Minnesota. Winds gusts up to 80 mph and large hail are also possible.pic.twitter.com/RJ5Mkkofem",10/3/2018 17:11,https://twitter.com/weatherchannel/status/1047595023368372224,https://pbs.twimg.com/media/DonOHytX4AAMfya.jpg,1
. @ TWCAlexWilson took a quick break from @ wunderground prep to talk about her excitement around Sunday's premiere of Storm of Suspicion. What will YOU be doing Sunday 8/7c?pic.twitter.com/DEuQk34gf4,10/3/2018 16:10,https://twitter.com/weatherchannel/status/1047579548282511360,,1
Two of the three busiest eastern Pacific hurricane seasons have now occurred in the past 4 years: https://wxch.nl/2ycp5in pic.twitter.com/iqyXWQmL3I,10/3/2018 16:08,https://twitter.com/weatherchannel/status/1047579041258123264,https://pbs.twimg.com/media/Dom53spXgAAmc4n.jpg,-1
Our friends from @ realcrimeprofil sat down with @ draustinccm in their newest podcast episode. Take a listen! Weather impacts crime in fascinating ways:https://art19.com/shows/real-crime-profile-wondery/episodes/870bb171-02b5-4d29-8e15-6ad722c7b039 …,10/3/2018 14:58,https://twitter.com/weatherchannel/status/1047561650256134147,,1
"We'd love to feature this on our platforms! When and where did you take this? To give http://Weather.com permission, respond with # yesweather. View the terms here: https://weather.com/en-US/twc/privacy-policy …",10/3/2018 14:07,https://twitter.com/weatherchannel/status/1047548792285908992,,1
"We'd love to feature this on our platforms! When and where did you take this? To give http://Weather.com permission, respond with # yesweather. View the terms here: https://weather.com/en-US/twc/privacy-policy …",10/3/2018 13:33,https://twitter.com/weatherchannel/status/1047540046264455168,,1
"Calgary, Canada, had its snowiest day in more than 3 decades on Tuesday: https://wxch.nl/2zP4VNv pic.twitter.com/TwitJuwhzC",10/3/2018 11:14,https://twitter.com/weatherchannel/status/1047505192806244353,https://pbs.twimg.com/media/Dol8UHvXsAAvEv8.jpg,1
"Keep the snowplows, shovels handy. Multiple rounds of # snow expected in parts of the Rockies, High Plains into next week. https://wxch.nl/2P6sGWv pic.twitter.com/bxpD9ecxct",10/3/2018 9:41,https://twitter.com/weatherchannel/status/1047481646063091712,https://pbs.twimg.com/media/DolchiMU4AEiuKp.jpg,1
# Typhoon # KongRey has begun to weaken but will still bring strong winds and heavy rain as it passes near Okinawa late this week: https://wxch.nl/2P8eHQ6 pic.twitter.com/bOZygVoeWQ,10/3/2018 9:10,https://twitter.com/weatherchannel/status/1047473844754243584,https://pbs.twimg.com/media/Dok_rTmW0AA5Y0K.jpg,1
"A ""kitchen sink"" pattern is ahead. Virtually everything but the kitchen sink is on the table: # flood threat, # severe weather, # snow, cold, summer warmth. https://wxch.nl/2O16QHq pic.twitter.com/DBf2OWemGl",10/3/2018 8:29,https://twitter.com/weatherchannel/status/1047463526707617793,https://pbs.twimg.com/media/DolKvlqX0AA95n3.jpg,-1
", would you be willing to let http://Weather.com feature your post? Where and when was this taken? Verify by responding with the hashtag # yesweather. Terms:https://weather.com/en-US/twc/privacy-policy …",10/3/2018 7:51,https://twitter.com/weatherchannel/status/1047454206377041920,,1
"Where and when did you take this? Could we at http://Weather.com feature your post on our platforms? If so, verify by responding with the hashtag # yesweather. View terms at https://weather.com/en-US/twc/privacy-policy ….",10/3/2018 7:51,https://twitter.com/weatherchannel/status/1047454162085138432,,0
"The western Caribbean is typically a hot spot for tropical development in October, and there's an area to watch right now: https://wxch.nl/2OzDxuY pic.twitter.com/SgwHBGG2Pv",10/3/2018 7:29,https://twitter.com/weatherchannel/status/1047448663507849216,https://pbs.twimg.com/media/DolIenRXoAEdN6W.jpg,1
"# Severe thunderstorms will take aim at the upper Midwest this afternoon, including a threat of tornadoes: https://wxch.nl/2OEi9VH pic.twitter.com/C3FyI2JgFt",10/3/2018 6:54,https://twitter.com/weatherchannel/status/1047439659104649217,https://pbs.twimg.com/media/DolAcfHXoAETQQE.jpg,0
"In case you missed it, the # winter storm names for the 2018-19 season have been released: https://wxch.nl/2yanBoU pic.twitter.com/BhvVcLDELt",10/2/2018 20:37,https://twitter.com/weatherchannel/status/1047284486952689664,https://pbs.twimg.com/media/DoiyGaDXgAA78s0.jpg,0
"The National Weather Service confirmed an EF2 # tornado with 115-mph winds struck the town of Conneautville, Pennsylvania, Tuesday afternoon: https://wxch.nl/2y8mJkx pic.twitter.com/y6nfpHEFJa",10/2/2018 19:47,https://twitter.com/weatherchannel/status/1047271983619198976,https://pbs.twimg.com/media/DoioHI4XUAAsANH.jpg,1
"NEW: # Tornado watch issued for western Connecticut, northern New Jersey and southeastern New York until midnight EDT. This does not include New York City, but does include the northern and western suburbs.pic.twitter.com/UsxhMQUPdT",10/2/2018 17:01,https://twitter.com/weatherchannel/status/1047230230237253632,https://pbs.twimg.com/media/DoiCWDSXkAArCSF.jpg,1
"NEW: A PARTICULARLY DANGEROUS SITUATION # tornado warning has been issued for central Crawford County, PA, until 4:15 p.m. EDT. A large and extremely dangerous tornado was located near Meadville, PA.pic.twitter.com/BwE7T4cv3h",10/2/2018 15:55,https://twitter.com/weatherchannel/status/1047213446364839942,https://pbs.twimg.com/media/DohzFFqX0AEjqaP.jpg,-1
"How do you simulate a flooded car on a sunny day? We're taking you behind the scenes filming of our newest series, Storm of Suspicion, premiering this Sunday 8/7c!pic.twitter.com/CX2e6sM0qm",10/2/2018 15:37,https://twitter.com/weatherchannel/status/1047208883217940481,,-1
"NEW: # Severe thunderstorm watch issued for parts of Ohio, southwestern Pennsylvania and far northern West Virginia until 10 p.m. EDT.pic.twitter.com/6lxEhXQTxt",10/2/2018 15:35,https://twitter.com/weatherchannel/status/1047208523116019713,https://pbs.twimg.com/media/DohumgoXkAACFOE.jpg,1
"A PARTICULARLY DANGEROUS SITUATION (PDS) # tornado warning is in effect for western Crawford County, PA, until 3:45 p.m. EDT. A tornado has already struck a nursing home near Conneautville, PA. # PAwxpic.twitter.com/v076wnNBGK",10/2/2018 15:21,https://twitter.com/weatherchannel/status/1047204844979859457,https://pbs.twimg.com/media/DohrQbQX0AEHVWZ.jpg,-1
"# Tornado watch is in effect until 11 pm EDT for parts of Pennsylvania, Ohio, New York and West Virginia. Large hail and wind gusts to 70 mph also possible.pic.twitter.com/jJQhd5Jo9d",10/2/2018 15:02,https://twitter.com/weatherchannel/status/1047200164954472449,https://pbs.twimg.com/media/DohnAAqXUAAMFWu.jpg,1
Western Caribbean is a hot spot for # tropical development in October and here's why we're watching it now: https://wxch.nl/2NktTro pic.twitter.com/EwaBePl1Xd,10/2/2018 14:26,https://twitter.com/weatherchannel/status/1047190980682629121,https://pbs.twimg.com/media/DohaGfhWwAAecGU.jpg,1
"We'd love to feature this on our platforms! When and where did you take this? To give http://Weather.com permission, respond with # yesweather. View the terms here: https://weather.com/en-US/twc/privacy-policy …",10/2/2018 13:42,https://twitter.com/weatherchannel/status/1047180051333222401,,1
", we'd love to feature your post on http://Weather.com ! Where and when did you take it? To let us know if we have your permission, respond using the hashtag # yesweather. https://weather.com/en-US/twc/privacy-policy …",10/2/2018 13:01,https://twitter.com/weatherchannel/status/1047169799355289606,,1
"""When it comes to weather...Mother Nature is undefeated, untied and unbeaten."" - @ Paul_Goodloe Don't miss our new show Storm of Suspicion premiering Sunday 8/7c.pic.twitter.com/sfy7aZkmyY",10/2/2018 12:00,https://twitter.com/weatherchannel/status/1047154240550883328,https://pbs.twimg.com/media/DocCQotVAAIiyDk.jpg,1
Last night on @ wunderground we were joined by the @ realcrimeprofil podcast hosts to discuss weather's role in solving crimes. Don't miss our premiere episode of Storm of Suspicion this Sunday 8/7c!pic.twitter.com/RTAifagTOj,10/2/2018 11:04,https://twitter.com/weatherchannel/status/1047140199556374528,,0
Super Typhoon Kong-rey and Hurricane Walaka become first simultaneous Category 5 tropical cyclones in 13 Years: https://wxch.nl/2IvpSzD pic.twitter.com/LaG0nS5DdS,10/2/2018 10:58,https://twitter.com/weatherchannel/status/1047138776458375169,https://pbs.twimg.com/media/Dogu9EYWsAATgvf.jpg,1
Thanks for joining us!,10/2/2018 10:09,https://twitter.com/weatherchannel/status/1047126339625656320,,1
A huge honor! More: https://weather.com/news/news/2018-10-02-the-weather-channel-wins-emmy-award-the-source …https://twitter.com/neilkatz/status/1046999023922622464 …,10/2/2018 10:06,https://twitter.com/weatherchannel/status/1047125735029256192,,1
"Super Typhoon Kong-rey attained Category 5 strength overnight, and while it will weaken, it still poses a threat late week to Japan's Ryukyu Islands, potentially including Okinawa: https://wxch.nl/2NcgKR9 pic.twitter.com/sjG7qjjrf7",10/2/2018 9:48,https://twitter.com/weatherchannel/status/1047121020388368384,https://pbs.twimg.com/media/Dof4rUyXUAAPYQL.jpg,1
Where the River Leaves Nothing Behind:https://features.weather.com/exodus/chapter/river-leaves-nothing-behind/ …,10/2/2018 9:12,https://twitter.com/weatherchannel/status/1047112131018141696,,-1
First widespread # snowstorm of fall is possible early next week in the Rockies and High Plains: https://wxch.nl/2xRm87G pic.twitter.com/YYXSaWtdQY,10/2/2018 8:44,https://twitter.com/weatherchannel/status/1047104914193883136,https://pbs.twimg.com/media/Dof2wRcWkAELxqK.jpg,1
Winter Storm Names for the 2018-2019 season have been released: https://wxch.nl/2DPQPiZ pic.twitter.com/wdTSpZ5T33,10/2/2018 8:19,https://twitter.com/weatherchannel/status/1047098622893088768,https://pbs.twimg.com/media/DogH_jPWsAEUVU6.jpg,0
"A pattern change will create a big temperature dichotomy across the Lower 48 and could also bring snow, strong thunderstorms and heavy rain: https://wxch.nl/2O0YpMb pic.twitter.com/UXKAfLxfPV",10/2/2018 7:39,https://twitter.com/weatherchannel/status/1047088555867045889,https://pbs.twimg.com/media/Dof6LrMXoAA-xFQ.jpg,1
Flash # flood watches remain posted today in the Southwest as rain from # Rosa continues to soak the region: https://wxch.nl/2NFdbrX pic.twitter.com/ltEciQaVSZ,10/2/2018 6:58,https://twitter.com/weatherchannel/status/1047078373741289472,https://pbs.twimg.com/media/Dof4GZrXoAA8EDZ.jpg,0
The first widespread # snowstorm of the fall is possible early next week in the Rockies and High Plains: https://wxch.nl/2NYwwEE pic.twitter.com/1GL32fmlMo,10/1/2018 19:19,https://twitter.com/weatherchannel/status/1046902328777834497,https://pbs.twimg.com/media/DodI1iiX4AA5iZ3.jpg,1
"A pattern change could bring # severe storms, heavy # rain and a # snowstorm to the central and western states. Meanwhile, fall # heat will hang on in the East: https://wxch.nl/2OyP0v3 pic.twitter.com/xWs3qmHKWb",10/1/2018 18:49,https://twitter.com/weatherchannel/status/1046894779240345600,https://pbs.twimg.com/media/DodHv_ZW0AEEcG8.jpg,-1
Tropical Storm # Rosa is headed for a Baja California landfall this evening as it fuels a # flood threat in the southwestern United States: https://wxch.nl/2DLlv4J pic.twitter.com/McqyEfWp5T,10/1/2018 18:19,https://twitter.com/weatherchannel/status/1046887229254119424,https://pbs.twimg.com/media/DodFzefX4AAobaj.jpg,0
"Kong-rey has rapidly intensified into a super # typhoon, currently packing winds of 155 mph. It will pose a danger to Japan's Ryukyu Islands later this week: https://wxch.nl/2Nhph5s pic.twitter.com/xaKysiQR08",10/1/2018 17:49,https://twitter.com/weatherchannel/status/1046879714906968064,https://pbs.twimg.com/media/DodDLTWXUAAMDGL.jpg,1
"# October is here, and it's a month featuring many changes in # weather conditions. Here's a sampling of things meteorologists typically look for in October: https://wxch.nl/2N9CLjH pic.twitter.com/4E7XckBUPe",10/1/2018 15:20,https://twitter.com/weatherchannel/status/1046842224980451328,https://pbs.twimg.com/media/Docg9B5W0AEKDrC.jpg,1
"We at http://Weather.com would like to feature your post. Where and when did you take this? If we have your permission, respond using the hashtag # yesweather. Full terms at https://weather.com/en-US/twc/privacy-policy ….",10/1/2018 13:31,https://twitter.com/weatherchannel/status/1046814900847353857,,1
", we'd love to feature your post on http://Weather.com ! Where and when did you take it? To let us know if we have your permission, respond using the hashtag # yesweather. https://weather.com/en-US/twc/privacy-policy …",10/1/2018 13:27,https://twitter.com/weatherchannel/status/1046813917199171584,,1
"# TurnAroundDontDrown As the flood threat from Rosa continues, stay updated with the latest from our coverage.pic.twitter.com/cLq7DLhHqc",10/1/2018 12:17,https://twitter.com/weatherchannel/status/1046796355258253312,,1
Where and when did you take this? Can we at http://Weather.com have permission to feature your post? Verify using the hashtag # yesweather. Terms: https://weather.com/en-US/twc/privacy-policy …,10/1/2018 10:30,https://twitter.com/weatherchannel/status/1046769231101132801,,0
Join us for the latest on Rosa throughout the day:https://twitter.com/TWCChrisBruin/status/1046759061633617920 …,10/1/2018 10:14,https://twitter.com/weatherchannel/status/1046765329333006337,,1
"Less than one week after # Trami, # Typhoon Kong-rey is a threat to the Ryukyu Islands of # Japan, potentially including # Okinawa, later this week. https://wxch.nl/2OwG8pL pic.twitter.com/bLqJuFpmr5",10/1/2018 9:23,https://twitter.com/weatherchannel/status/1046752340894609408,https://pbs.twimg.com/media/Doa6IikXcAAVTAo.jpg,-1
". @ draustinccm from our upcoming series, Storm of Suspicion, will be on the next @ WineandCrimePod podcast! Catch up on previous episodes here: https://itunes.apple.com/us/podcast/wine-crime/id1206817375?mt=2 …pic.twitter.com/nzQMBRazRX",10/1/2018 9:00,https://twitter.com/weatherchannel/status/1046746562716622848,https://pbs.twimg.com/media/DoRGNaHX0AcMPW6.jpg,-1
October is beginning with more rounds of rain and severe storms in the water-logged upper Midwest: https://wxch.nl/2zJpJWJ pic.twitter.com/4LABqgSNcW,10/1/2018 8:43,https://twitter.com/weatherchannel/status/1046742274175111169,https://pbs.twimg.com/media/Doary-OWkAA7AGQ.jpg,1
Rain from Tropical Storm # Rosa is already soaking the Southwest and it could trigger flash # flooding in some areas: https://wxch.nl/2RkyLjI pic.twitter.com/DXbDOfMaml,10/1/2018 7:32,https://twitter.com/weatherchannel/status/1046724406456791040,https://pbs.twimg.com/media/DoaqsLfWsAAAPPB.jpg,0
